id,position,description,category_id
1862,15,"Commandline document conversion with Libreoffice",250
1863,15,"Use top to monitor only all processes with the same name fragment 'foo'",250
1864,15,HourGlass,250
1865,15,"delete command line last word",250
1866,15,"Swap the two last arguments of the current command line",250
1867,15,"Draw kernel module dependancy graph.",250
1868,15,"Color man pages",250
1869,15,"Print without executing the last command that starts with...",250
1870,15,"What is the use of this switch ?",250
1871,15,"Save the list of all available commands in your box to a file",250
1872,15,"Protect directory from an overzealous rm -rf *",250
1873,15,"Watch RX/TX rate of an interface in kb/s",250
1874,15,"Rapidly invoke an editor to write a long, complex, or tricky command",250
1875,15,"Reuse last parameter",250
1876,15,"Blink LED Port of NIC Card",250
1877,15,"pretend to be busy in office to enjoy a cup of coffee",250
1878,15,"Running scripts after a reboot for non-root users .",250
1879,15,"run command on a group of nodes in parallel",250
1880,15,"make, or run a script, everytime a file in a directory is modified",250
1881,15,"Convert a Nero Image File to ISO",250
1882,15,"Change prompt to MS-DOS one (joke)",250
1883,15,"View network activity of any application or user in realtime",250
1884,15,"Copy with progress",250
1885,15,"a shell function to print a ruler the width of the terminal window.",250
1886,15,"Print a list of standard error codes and descriptions.",250
1887,15,"generate random password",250
1888,15,"A function to output a man page as a pdf file",250
1889,15,"Search back through previous commands",250
1890,15,"Show directories in the PATH, one per line",250
1891,15,"Move all images in a directory into a directory hierarchy based on year, month and day based on exif information",250
1892,15,"Follow tail by name (fix for rolling logs with tail -f)",250
1893,15,"Convert ""man page"" to text file",250
1894,15,"Display current bandwidth statistics",250
1895,15,"restoring some data from a corrupted text file",250
1896,15,"view the system console remotely",250
1897,15,"Download all Delicious bookmarks",250
1898,15,"Redirect STDIN",250
1899,15,"I hate `echo X | Y`",250
1900,15,"Send keypresses to an X application",250
1901,15,"Add calendar to desktop wallpaper",250
1902,15,"Browse system RAM in a human readable form",250
1903,15,"Add forgotten changes to the last git commit",250
1904,15,"Calculates the date 2 weeks ago from Saturday the specified format.",250
1905,15,"Get Cisco network information",250
1906,15,"Press ctrl+r in a bash shell and type a few letters of a previous command",250
1907,15,"Extract audio from a video",250
1908,15,"Quick glance at who's been using your system recently",250
1909,15,"Get Dell Service Tag Number from a Dell Machine",250
1910,15,"ping a range of IP addresses",250
1911,15,"Use last argument of last command",250
1912,15,"Show which programs are listening on TCP and UDP ports",250
1913,14,"Print all git repos from a user",250
1914,14,"Determine if a port is open with bash",250
1915,14,"Search for a process by name",250
1916,14,"Mount a VMware virtual disk (.vmdk) file on a Linux box",250
1917,14,"Download all mp3's listed in an html page",250
1918,14,"Google text-to-speech in mp3 format",250
1919,14,"Run the built in PHP-server in current folder",250
1920,14,"Press enter and take a WebCam picture.",250
1921,14,"sort the output of the 'du' command by largest first, using human readable output.",250
1922,14,"Verify/edit bash history command before executing it",250
1923,14,"Gets the english pronunciation of a phrase",250
1924,14,"Check syntax for all PHP files in the current directory and all subdirectories",250
1925,14,"Ask for a password, the passwd-style",250
1926,14,"monitor memory usage",250
1927,14,"Content search.",250
1928,14,"Timer with sound alarm",250
1929,14,"Run a program transparently, but print a stack trace if it fails",250
1930,14,"Send email with curl and gmail",250
1931,14,"run command on a group of nodes in parallel",250
1932,14,"Display BIOS Information",250
1933,14,"List of commands you use most often",250
1934,14,"kill process by name",250
1935,14,"Ping scanning without nmap",250
1936,14,"Make ISO image of a folder",250
1937,14,"Typing the current date ( or any string ) via a shortcut as if the keys had been actually typed with the hardware keyboard in any application.",250
1938,14,"Update twitter via curl (and also set the ""from"" bit)",250
1939,14,"quickest (i blv) way to get the current program name minus the path (BASH)",250
1940,14,"Play music from youtube without download",250
1941,14,"Function that outputs dots every second until command completes",250
1942,14,"Identify differences between directories (possibly on different servers)",250
1943,14,"Replace spaces in filenames with underscores",250
1944,14,"Show directories in the PATH, one per line",250
1945,14,"move a lot of files over ssh",250
1946,14,"find and delete empty dirs, start in current working dir",250
1947,14,urldecoding,250
1948,14,"Validate and pretty-print JSON expressions.",250
1949,14,"List your largest installed packages.",250
1950,14,"Monitor TCP opened connections",250
1951,14,"Fix Ubuntu's Broken Sound Server",250
1952,14,"beep when a server goes offline",250
1953,14,"Number of open connections per ip.",250
1954,14,"Fibonacci numbers with awk",250
1955,14,"Create a favicon",250
1956,14,"Check Ram Speed and Type in Linux",250
1957,14,"Run the Firefox Profile Manager",250
1958,14,"Sort dotted quads",250
1959,14,"Resume aborted scp file transfers",250
1960,14,"Another Curl your IP command",250
1961,14,"Add your public SSH key to a server in one command",250
1962,14,"cycle through a 256 colour palette",250
1963,14,"scping files with streamlines compression (tar gzip)",250
1964,13,"Select rectangular screen area",250
1965,13,"Google verbatim search on your terminal",250
1966,13,"grep processes list avoiding the grep itself",250
1967,13,"Transfer a file to multiple hosts over ssh",250
1968,13,"Daemonize nc - Transmit a file like a http server",250
1969,13,"tail a log over ssh",250
1970,13,"du with colored bar graph",250
1971,13,"Resize an image to at least a specific resolution",250
1972,13,"Query well known ports list",250
1973,13,"Create .pdf from .doc",250
1974,13,"Diff XML files",250
1975,13,"Discovering all open files/dirs underneath a directory",250
1976,13,"""Clone"" a list of installed packages from one Debian/Ubuntu Server to another",250
1977,13,"clear screen, keep prompt at eye-level (faster than clear(1), tput cl, etc.)",250
1978,13,"Down for everyone or just me?",250
1979,13,"A formatting test for David Winterbottom: improving commandlinefu for submitters",250
1980,13,"Compare copies of a file with md5",250
1981,13,"backup delicious bookmarks",250
1982,13,"analyze traffic remotely over ssh w/ wireshark",250
1983,13,"pretend to be busy in office to enjoy a cup of coffee",250
1984,13,"Get all links of a website",250
1985,13,"Find all active ip's in a subnet",250
1986,13,"Disassemble some shell code",250
1987,13,"List bash functions defined in .bash_profile or .bashrc",250
1988,13,"Resume a detached screen session, resizing to fit the current terminal",250
1989,13,"ignore the .svn directory in filename completion",250
1990,13,"Working random fact generator",250
1991,13,"Remote backups with tar over ssh",250
1992,13,"Pronounce an English word using Dictionary.com",250
1993,13,"Change pidgin status",250
1994,13,"Grep by paragraph instead of by line.",250
1995,13,"Vim: Switch from Horizontal split to Vertical split",250
1996,13,"Numbers guessing game",250
1997,13,"a trash function for bash",250
1998,13,"Sort all running processes by their memory & CPU usage",250
1999,13,"generate a unique and secure password for every website that you login to",250
2000,13,"Change user, assume environment, stay in current dir",250
2001,13,"List Network Tools in Linux",250
2002,13,"Save current layout of top",250
2003,13,"Testing hard disk reading speed",250
2004,13,"How fast is the connexion to a URL, some stats from curl",250
2005,13,"An easter egg built into python to give you the Zen of Python",250
2006,13,"Salvage a borked terminal",250
2007,13,"Get all IPs via ifconfig",250
2008,13,"Use Cygwin to talk to the Windows clipboard",250
2009,13,"Backup files incremental with rsync to a NTFS-Partition",250
2010,13,"List programs with open ports and connections",250
2011,13,"Find corrupted jpeg image files",250
2012,13,"'Fix' a typescript file created by the 'script' program to remove control characters",250
2013,13,"Share a 'screen'-session",250
2014,13,"Purge configuration files of removed packages on  debian based systems",250
2015,13,"Show all detected mountable Drives/Partitions/BlockDevices",250
2016,13,"Displays the attempted user name, ip address, and time of SSH failed logins on Debian machines",250
2017,13,"Merge *.pdf files",250
2018,13,"Append stdout and stderr to a file, and print stderr to the screen [bash]",250
2019,13,"quickly change all .html extensions on files in folder to .htm",250
2020,13,"Delete the specified line",250
2021,13,"Read the output of a command into the buffer in vim",250
2022,13,"Create an SSH SOCKS proxy server on localhost:8000 that will re-start itself if something breaks the connection temporarily",250
2023,13,"Find broken symlinks",250
2024,13,"ssh tunnel with auto reconnect ability",250
2025,13,"find process associated with a port",250
2026,13,"Echo the latest commands from commandlinefu on the console",250
2027,13,"add all files not under version control to repository",250
2028,12,"Using a single sudo to run multiple && arguments",250
2029,12,"Disco lights in the terminal",250
2030,12,"Show how old your linux OS installtion is",250
2031,12,"Fetch the current human population of Earth",250
2032,12,"Discover the process start time",250
2033,12,"The fastest remote directory rsync over ssh archival I can muster (40MB/s over 1gb NICs)",250
2034,12,"True Random Dice Roll",250
2035,12,"Automatically find and re-attach to a detached screen session",250
2036,12,"This is how you should push a string in a command's stdin.",250
2037,12,"ping as traceroute",250
2038,12,"what model of computer I'm using?",250
2039,12,"Extract tar content without leading parent directory",250
2040,12,"Target a specific column for pattern substitution",250
2041,12,"Run a command when a file is changed",250
2042,12,"Watch several log files of different machines in a single multitail window on your own machine",250
2043,12,"Substrings a variable",250
2044,12,"One command line web server on port 80 using nc (netcat)",250
2045,12,"RDP through SSH tunnel",250
2046,12,"Numeric zero padding file rename",250
2047,12,"Find out the starting directory of a script",250
2048,12,"Remote screenshot",250
2049,12,"Google text-to-speech in mp3 format",250
2050,12,"add the result of a command into vi",250
2051,12,"Place the NUM-th argument of the most recent command on the shell",250
2052,12,"Find the package a command belongs to on Debian",250
2053,12,"Look up a unicode character by name",250
2054,12,"Start dd and show progress every X seconds",250
2055,12,"Ask user to confirm",250
2056,12,"Capture video of a linux desktop",250
2057,12,"Random unsigned integer",250
2058,12,"kill all process that belongs to you",250
2059,12,"Make a file not writable / immutable by root",250
2060,12,"Continue a current job in the background",250
2061,12,"translates acronyms for you",250
2062,12,"Delete DOS Characters via VIM (^M)",250
2063,12,"Create an animated gif from a Youtube video",250
2064,12,"Print just line 4 from a textfile",250
2065,12,"Print just line 4 from a textfile",250
2066,12,"Quick HTML image gallery from folder contents",250
2067,12,"Get your external IP address without curl",250
2068,12,"Countdown Clock",250
2069,12,"lines in file2 that are not in file1",250
2070,12,"JSON processing with Python",250
2071,12,"Start a HTTP server which serves Python docs",250
2072,12,"Optimize PDF documents",250
2073,12,"Do some learning...",250
2074,12,"Insert  the  last  argument  of  the previous command",250
2075,12,"Carriage return for reprinting on the same line",250
2076,12,"Copy a folder tree through ssh using compression (no temporary files)",250
2077,12,"command line calculator",250
2078,12,"Backup a local drive into a file on the remote host via ssh",250
2079,12,"Kill processes that have been running for more than a week",250
2080,12,"Print text string vertically, one character per line.",250
2081,12,"Find running binary executables that were not installed using dpkg",250
2082,12,"Add prefix onto filenames",250
2083,12,"Pick a random line from a file",250
2084,12,"Get all these commands in a text file with description.",250
2085,12,"Stripping ^M at end of each line for files",250
2086,12,"Find removed files still in use via /proc",250
2087,12,"Connect to google talk through ssh by setting your IM client to use the localhost 5432 port",250
2088,12,"List and delete files older than one year",250
2089,12,"for all flv files in a dir, grab the first frame and make a jpg.",250
2090,12,"wrap long lines of a text",250
2091,12,"Grep colorized",250
2092,12,"from within vi, pipe a chunk of lines to a command line and replace the chunk with the result",250
2093,12,"Grep for word in directory (recursive)",250
2094,12,"Unix alias for date command that lets you create timestamps in ISO 8601 format",250
2095,12,"Grep without having it show its own process in the results",250
2096,12,"count IPv4 connections per IP",250
2097,12,"Files extension change",250
2098,12,"archive all files containing local changes (svn)",250
2099,12,"Just run it ;)",250
2100,12,"pattern match in awk - no grep",250
2101,12,"Block an IP address from connecting to a server",250
2102,12,"Optimal way of deleting huge numbers of files",250
2103,11,"Optimal way of deleting huge numbers of files",250
2104,11,"du with colored bar graph",250
2105,11,"quick copy",250
2106,11,"Sending a file over icmp with hping",250
2107,11,"Kill a broken ssh connection",250
2108,11,"Convert JSON to YAML",250
2109,11,"Convert Shell Text to Upper/Lower Case",250
2110,11,"Binary digits Matrix effect",250
2111,11,"open two files side by side in vim (one window, two panes)",250
2112,11,"repeat a command every one second",250
2113,11,"Recursively find top 20 largest files (> 1MB) sort human readable format",250
2114,11,"Update all packages installed via homebrew",250
2115,11,"open a screenshot of a remote desktop via ssh",250
2116,11,"Find ulimit values of currently running process",250
2117,11,"diff current vi buffer edits against original file",250
2118,11,"Redirect  tar extract to another directory",250
2119,11,"print multiplication formulas",250
2120,11,"Find Malware in the current and sub directories by MD5 hashes",250
2121,11,"Execute a command, convert output to .png file, upload file to imgur.com, then returning the address of the .png.",250
2122,11,"Generate a random password 30 characters long",250
2123,11,"all out",250
2124,11,"Run a ext4 file system check and badblocks scan with progress info",250
2125,11,"Selecting a random file/folder of a folder",250
2126,11,"List your MACs address",250
2127,11,"ssh to machine behind shared NAT",250
2128,11,"Countdown Clock",250
2129,11,"list all file extensions in a directory",250
2130,11,"Send an http HEAD request w/curl",250
2131,11,"view hex mode in vim",250
2132,11,"View ~/.ssh/known_hosts key information",250
2133,11,"Kill all Zombie processes (Guaranteed!)",250
2134,11,"prevent accidents and test your command with echo",250
2135,11,"exclude a column with awk",250
2136,11,"Get My Public IP Address",250
2137,11,"pretend to be busy in office to enjoy a cup of coffee",250
2138,11,"Empty a file",250
2139,11,"Better way to use notify-send with at or cron",250
2140,11,"use screen as a terminal emulator to connect to serial consoles",250
2141,11,"Emptying a text file in one shot",250
2142,11,"computes the most frequent used words of a text file",250
2143,11,"Print info about your real user.",250
2144,11,"Serve current directory tree at http://$HOSTNAME:8080/",250
2145,11,"Open Remote Desktop (RDP) from command line and connect local resources",250
2146,11,"Restrict the bandwidth for the SCP command",250
2147,11,"live ssh network throughput test",250
2148,11,"bash screensaver (scrolling ascii art with customizable message)",250
2149,11,"Upgrade all perl modules via CPAN",250
2150,11,"Optimal way of deleting huge numbers of files",250
2151,11,"Remove lines that contain a specific pattern($1) from file($2).",250
2152,11,"List your largest installed packages (on Debian/Ubuntu)",250
2153,11,"rsync + find",250
2154,11,"autossh + ssh + screen = super rad perma-sessions",250
2155,11,"Record microphone input and output to date stamped mp3 file",250
2156,11,"cycle through a 256 colour palette",250
2157,11,"Parallel file downloading with wget",250
2158,11,"move a lot of files over ssh",250
2159,11,"Cleanup firefox's database.",250
2160,11,"vim easter egg",250
2161,11,"Find the process you are looking for minus the grepped one",250
2162,11,"Stream YouTube URL directly to mplayer",250
2163,11,"currently mounted filesystems in nice layout",250
2164,11,"Send email with one or more binary attachments",250
2165,11,"Salvage a borked terminal",250
2166,11,"Update twitter via curl",250
2167,11,"ssh autocomplete",250
2168,11,"Get all IPs via ifconfig",250
2169,11,"VIM: Replace a string with an incrementing number between marks 'a and 'b (eg, convert string ZZZZ to 1, 2, 3, ...)",250
2170,11,"Get the canonical, absolute path given a relative and/or noncanonical path",250
2171,11,"Create a Multi-Part Archive Without Proprietary Junkware",250
2172,11,"Display last exit status of a command",250
2173,11,"Enable ** to expand files recursively (>=bash-4.0)",250
2174,11,"Delete all files found in directory A from directory B",250
2175,11,"Command Line to Get the Stock Quote via Yahoo",250
2176,11,"Plays Music from SomaFM",250
2177,11,"Search for a single file and go to it",250
2178,11,"Convert camelCase to underscores (camel_case)",250
2179,11,"Set your profile so that you resume or start a screen session on login",250
2180,11,"play high-res video files on a slow processor",250
2181,11,"Create directory named after current date",250
2182,11,"Monitor dynamic changes in the dmesg log.",250
2183,11,"Generate a list of installed packages on Debian-based systems",250
2184,11,"find the process that is using a certain port e.g. port 3000",250
2185,11,"Edit the last or previous command line in an editor then execute",250
2186,11,"Pause Current Thread",250
2187,11,"Converts to PDF all the OpenOffice.org files in the directory",250
2188,11,"Create a bunch of dummy files for testing",250
2189,11,"Shows size of dirs and files, hidden or not, sorted.",250
2190,11,"Convert .wma files to .ogg with ffmpeg",250
2191,11,"Find distro name and/or version/release",250
2192,11,"Generate Random Passwords",250
2193,11,"bash shortcut: !$ !^ !* !:3 !:h and !:t",250
2194,11,"Find recursively, from current directory down, files and directories whose names contain single or multiple whitespaces and replace each such occurrence with a single underscore.",250
2195,11,"Tells which group you DON'T belong to (opposite of command ""groups"") --- uses sed",250
2196,11,"Quickly get summary of sizes for files and folders",250
2197,10,"Host cpu performance",250
2198,10,"drop first column of output by piping to this",250
2199,10,"Create a bunch of dummy text files",250
2200,10,"Get the Nth argument of the last command (handling spaces correctly)",250
2201,10,"Retry the previous command until it exits successfully",250
2202,10,"Play awesome rythmic noise using aplay",250
2203,10,"Turns red the stderr output",250
2204,10,"Recursively unrar into dir containing archive",250
2205,10,"Temporarily ignore mismatched SSH host key",250
2206,10,"Remove all zero size files from current directory (not recursive)",250
2207,10,"Watch the progress of 'dd'",250
2208,10,"Get a stream feed from a Twitter user",250
2209,10,"Create the authorization header required for a Twitter stream feed",250
2210,10,"Create the signature base string required for a Twitter stream feed",250
2211,10,"Create the oauth token required for a Twitter stream feed",250
2212,10,"Check your spelling",250
2213,10,"Find all files larger than 500M and less than 1GB",250
2214,10,"Show bandwidth use oneliner",250
2215,10,"Change/Modify timestamp interactively",250
2216,10,"sort the contents of a text file in place.",250
2217,10,"Instantly load bash history of one shell into another running shell",250
2218,10,"Compare directories via diff",250
2219,10,"copy with progress bar - rsync",250
2220,10,"Multiple variable assignments from command output in BASH",250
2221,10,"List your MACs address",250
2222,10,"Rename all files which contain the sub-string 'foo', replacing it with 'bar'",250
2223,10,"Create a 5 MB blank file via a seek hole",250
2224,10,Screensaver,250
2225,10,"ROT13 using the tr command",250
2226,10,"Bash logger",250
2227,10,"Recursively search for large files. Show size and location.",250
2228,10,"Make vim open in tabs by default (save to .profile)",250
2229,10,"Rename HTML files according to their title tag",250
2230,10,"Secure copy from one server to another without rsync and preserve users, etc",250
2231,10,"the same as [Esc] in vim",250
2232,10,"Binary clock",250
2233,10,"Function to split a string into an array",250
2234,10,"Generate MD5 hash for a string",250
2235,10,"Recompress all .gz files in current directory using bzip2 running 1 job per CPU core in parallel",250
2236,10,"phpinfo from the command line",250
2237,10,"Escape potential tarbombs",250
2238,10,"pretend to be busy in office to enjoy a cup of coffee",250
2239,10,"runs a X session within your X session",250
2240,10,"Find all symlinks that link to directories",250
2241,10,"Have a random ""cow"" say a random thing",250
2242,10,"sends a postscript file to a postscript printer using netcat",250
2243,10,"Display which distro is installed",250
2244,10,"Fetch every font from dafont.com to current folder",250
2245,10,"Realtime lines per second in a log file",250
2246,10,"intercept stdout/stderr of another process",250
2247,10,"send DD a signal to print its progress",250
2248,10,"See your current RAM frequency",250
2249,10,"scp with compression.",250
2250,10,"Perl Command Line Interpreter",250
2251,10,"Find unused IPs on a given subnet",250
2252,10,"Change the From: address on the fly for email sent from the command-line",250
2253,10,"find and delete empty dirs, start in current working dir",250
2254,10,"Check which files are opened by Firefox then sort by largest size.",250
2255,10,"Use colordiff in side-by-side mode, and with automatic column widths.",250
2256,10,"extract email adresses from some file (or any other pattern)",250
2257,10,"geoip information",250
2258,10,"What is my ip?",250
2259,10,"convert vdi to vmdk (virtualbox hard disk conversion to vmware hard disk format)",250
2260,10,"FAST Search and Replace for Strings in all Files in Directory",250
2261,10,"Get the total length of time in hours:minutes:seconds (HH:MM:SS) of all video (or audio) in the current dir (and below)",250
2262,10,"Send data securly over the net.",250
2263,10,"When was your OS installed?",250
2264,10,"How to run a command on a list of remote servers read from a file",250
2265,10,"Replace spaces in filenames with underscorees",250
2266,10,"find the biggest files recursively, no matter how many",250
2267,10,"grep certain file types recursively",250
2268,10,"Change proccess affinity.",250
2269,10,"back up your commandlinefu contributed commands",250
2270,10,"benchmark web server with apache benchmarking tool",250
2271,10,"Multiple SSH Tunnels",250
2272,10,"Redirect incoming traffic to SSH, from a port of your choosing",250
2273,10,"LDAP search to query an ActiveDirectory server",250
2274,10,"Easily scp a file back to the host you're connecting from",250
2275,10,"Super Speedy Hexadecimal or Octal Calculations and Conversions to Decimal.",250
2276,10,"find and replace tabs for spaces within files recursively",250
2277,10,"alt + 1 .",250
2278,10,"sends your internal IP by email",250
2279,10,synchronicity,250
2280,10,"Terminal redirection",250
2281,10,"Use mtr to create a text file report",250
2282,10,"Rot13 using the tr command",250
2283,10,"Measures download speed on eth0",250
2284,10,"Clean swap area after using a memory hogging application",250
2285,10,"loop over a set of items that contain spaces",250
2286,10,"[re]verify a disc with very friendly output",250
2287,10,"Traceroute w/TCP to get through firewalls.",250
2288,10,"Rotate a set of photos matching their EXIF data.",250
2289,10,"Launch a command from a manpage",250
2290,10,"hard disk information - Model/serial no.",250
2291,10,"Split File in parts",250
2292,10,"Speak the top 6 lines of your twitter timeline every 5 minutes.....",250
2293,10,"To get you started!",250
2294,10,"Exclude grep from your grepped output of ps (alias included in description)",250
2295,10,"renames multiple files that match the pattern",250
2296,10,"infile search and replace on N files (including backup of the files)",250
2297,9,"Command to logout all the users in one command",250
2298,9,"Rename all subtitles files with the same name of mp4 files in same folder",250
2299,9,"SSH connection through host in the middle",250
2300,9,"!* Tells that you want all of the *arguments* from the previous command to be repeated in the current command",250
2301,9,"Show running services (using systemctl)",250
2302,9,"Convert all JPEG images to MP4",250
2303,9,"Binary clock",250
2304,9,"Bare Metal IRC Client",250
2305,9,"pulsed terminal clock",250
2306,9,"Submit command & rewrite orginal command",250
2307,9,"Encrypted chat with netcat and openssl (one-liner)",250
2308,9,"removes characters from cursor to the end of line",250
2309,9,"Symlink all files from a base directory to a target directory",250
2310,9,"All what exists in dir B and not in dir A will be copied from dir B to new or existing dir C",250
2311,9,"find previously entered commands (requires configuring .inputrc)",250
2312,9,"Add directory to $PATH if it's not already there",250
2313,9,"Debug how files are being accessed by a process",250
2314,9,"Convert JSON to YAML",250
2315,9,"Search google.com on your terminal",250
2316,9,"Reverse Backdoor Command Shell using Netcat",250
2317,9,"Emulating netcat -e (netcat-traditional or netcat-openbsd) with the gnu-netcat",250
2318,9,"Find biggest 10 files in current and subdirectories and sort by file size",250
2319,9,"Get your external IP and Network Info",250
2320,9,"Quickly CD Out Of Directories Without 5+ Aliases",250
2321,9,"List all commands present on system",250
2322,9,"A line across the entire width of the terminal",250
2323,9,"Create the four oauth keys required for a Twitter stream feed",250
2324,9,"Check if a machine is online",250
2325,9,"diff the outputs of two programs",250
2326,9,"put an unpacked .deb package back together",250
2327,9,"extract element of xml",250
2328,9,"Print all lines between two line numbers",250
2329,9,"Show network throughput",250
2330,9,"Generate a random password 30 characters long",250
2331,9,"Remove the first and the latest caracter of a string",250
2332,9,"Load file into RAM (cache) for faster accessing for repeated usage",250
2333,9,"Show IP Address in prompt --> PS1 var",250
2334,9,"log a command to console and to 2 files separately stdout and stderr",250
2335,9,"Join lines split with backslash at the end",250
2336,9,"Convert text to lowercase",250
2337,9,"find builtin in bash v4+",250
2338,9,"make image semi-transparent",250
2339,9,"execute a shell with netcat without -e",250
2340,9,"output length of longest line",250
2341,9,"Save your terminal commands in bash history in real time",250
2342,9,"Connect via SSH to VirtualBox guest VM without knowing IP address",250
2343,9,"Make redirects to localhost via /etc/hosts more interesting",250
2344,9,"Tricky implementation of two-dimensional array in Bash.",250
2345,9,"Terrorist threat level text",250
2346,9,"Use wget to download one page and all it's requisites for offline viewing",250
2347,9,"Convert a string to ""Title Case""",250
2348,9,"RTFM function",250
2349,9,"back ssh from firewalled hosts",250
2350,9,"rename files according to file with colums of corresponding names",250
2351,9,"Create a new file",250
2352,9,"Monitor a file with tail with timestamps added",250
2353,9,"Use result of the last command",250
2354,9,"Check disk for bad sectors",250
2355,9,"run a command whenever a file is touched",250
2356,9,"Create a file of a given size in linux",250
2357,9,"Extended man command",250
2358,9,"Get notified when a job you run in a terminal is done, using NotifyOSD",250
2359,9,"Show which process is blocking umount (Device or resource is busy)",250
2360,9,"Show the UUID of a filesystem or partition",250
2361,9,"run command on a group of nodes",250
2362,9,"Setting global redirection of STDERR to STDOUT in a script",250
2363,9,"Outgoing IP of server",250
2364,9,"Isolate file name from full path/find output",250
2365,9,"Show numerical values for each of the 256 colors in bash",250
2366,9,"Use Kernighan & Ritchie coding style in C program",250
2367,9,"Delay execution until load average falls under 1.5",250
2368,9,"backup with mysqldump a really big mysql database to a remote machine over ssh",250
2369,9,"Tail -f at your own pace",250
2370,9,"Watch the progress of 'dd'",250
2371,9,"Smart `cd`.. cd to the file directory if you try to cd to a file",250
2372,9,"Temporarily ignore known SSH hosts",250
2373,9,"dd with progress bar",250
2374,9,"Save the Top 2500 commands from commandlinefu to a single text file",250
2375,9,"Simple addicting bash game.",250
2376,9,"Query Wikipedia via console over DNS",250
2377,9,"Print a row of 50 hyphens",250
2378,9,"Display a wave pattern",250
2379,9,"grep tab chars",250
2380,9,"send a message to a windows machine in a popup",250
2381,9,"Using mplayer to play the audio only but suppress the video",250
2382,9,"Using mplayer to play the audio only but suppress the video",250
2383,9,"create a temporary file in a command line call",250
2384,9,"shell function to make gnu info act like man.",250
2385,9,"Get your commandlinefu points (upvotes - downvotes)",250
2386,9,"Replace spaces in filenames with underscores",250
2387,9,"Insert  the  last  argument  of  the previous command",250
2388,9,"Remote control for Rhythmbox on an Ubuntu Media PC",250
2389,9,"Remove everything except that file",250
2390,9,"Remove today's Debian installed packages",250
2391,9,"Amazing real time picture of the sun in your wallpaper",250
2392,9,"bash screensaver off",250
2393,9,"Monitor a file's size",250
2394,9,"Smart renaming",250
2395,9,"is today the end of the month?",250
2396,9,"Port scan a range of hosts with Netcat.",250
2397,9,"Log your internet download speed",250
2398,9,"Show Directories in the PATH Which does NOT Exist",250
2399,0,"Find files by extension",179
2400,100,"Default keybindings",260
2401,90,"Emacs-style keybindings",260
2402,80,"Integration with file managers",260
2403,70,"Mouse bindings",260
2405,0,gnuchess,29
